@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,Country,Indicator,Subject,Measure,Frequency
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1977-Q4,1977-10-01,9.194295,9.194295,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1978-Q1,1978-01-01,9.204782,9.204782,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1978-Q2,1978-04-01,8.987108,8.987108,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1978-Q3,1978-07-01,9.300234,9.300234,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1978-Q4,1978-10-01,9.496911,9.496911,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1979-Q1,1979-01-01,10.14946,10.14946,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1979-Q2,1979-04-01,10.12166,10.12166,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1979-Q3,1979-07-01,10.73074,10.73074,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1979-Q4,1979-10-01,11.52668,11.52668,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1980-Q1,1980-01-01,13.31536,13.31536,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1980-Q2,1980-04-01,13.71311,13.71311,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1980-Q3,1980-07-01,13.62169,13.62169,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1980-Q4,1980-10-01,13.58977,13.58977,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1981-Q1,1981-01-01,12.67063,12.67063,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1981-Q2,1981-04-01,12.78833,12.78833,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1981-Q3,1981-07-01,13.61394,13.61394,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1981-Q4,1981-10-01,14.10749,14.10749,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1982-Q1,1982-01-01,13.9795,13.9795,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1982-Q2,1982-04-01,13.74436,13.74436,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1982-Q3,1982-07-01,10.99855,10.99855,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1982-Q4,1982-10-01,9.47575,9.47575,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1983-Q1,1983-01-01,9.26683,9.26683,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1983-Q2,1983-04-01,8.963511,8.963511,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1983-Q3,1983-07-01,9.752281,9.752281,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1983-Q4,1983-10-01,9.833547,9.833547,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1984-Q1,1984-01-01,8.830132,8.830132,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1984-Q2,1984-04-01,7.789371,7.789371,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1984-Q3,1984-07-01,7.317653,7.317653,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1984-Q4,1984-10-01,6.831429,6.831429,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1985-Q1,1985-01-01,6.440523,6.440523,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1985-Q2,1985-04-01,6.461053,6.461053,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1985-Q3,1985-07-01,5.667479,5.667479,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1985-Q4,1985-10-01,4.801397,4.801397,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1986-Q1,1986-01-01,3.531438,3.531438,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1986-Q2,1986-04-01,2.410658,2.410658,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1986-Q3,1986-07-01,2.095118,2.095118,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1986-Q4,1986-10-01,2.14494,2.14494,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1987-Q1,1987-01-01,3.244592,3.244592,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1987-Q2,1987-04-01,3.386331,3.386331,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1987-Q3,1987-07-01,3.365483,3.365483,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1987-Q4,1987-10-01,3.160041,3.160041,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1988-Q1,1988-01-01,2.417405,2.417405,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1988-Q2,1988-04-01,2.536449,2.536449,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1988-Q3,1988-07-01,2.838991,2.838991,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1988-Q4,1988-10-01,3.003953,3.003953,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1989-Q1,1989-01-01,3.383163,3.383163,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1989-Q2,1989-04-01,3.622906,3.622906,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1989-Q3,1989-07-01,3.397683,3.397683,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1989-Q4,1989-10-01,3.587874,3.587874,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1990-Q1,1990-01-01,3.367018,3.367018,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1990-Q2,1990-04-01,3.023542,3.023542,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1990-Q3,1990-07-01,3.092998,3.092998,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1990-Q4,1990-10-01,3.294841,3.294841,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1991-Q1,1991-01-01,3.36004,3.36004,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1991-Q2,1991-04-01,3.290976,3.290976,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1991-Q3,1991-07-01,3.202601,3.202601,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1991-Q4,1991-10-01,3.005025,3.005025,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1992-Q1,1992-01-01,2.780873,2.780873,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1992-Q2,1992-04-01,2.734394,2.734394,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1992-Q3,1992-07-01,2.134059,2.134059,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1992-Q4,1992-10-01,1.818612,1.818612,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1993-Q1,1993-01-01,2.139995,2.139995,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1993-Q2,1993-04-01,2.025447,2.025447,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1993-Q3,1993-07-01,2.154911,2.154911,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1993-Q4,1993-10-01,2.097772,2.097772,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1994-Q1,1994-01-01,1.698279,1.698279,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1994-Q2,1994-04-01,1.696392,1.696392,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1994-Q3,1994-07-01,1.624417,1.624417,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1994-Q4,1994-10-01,1.603645,1.603645,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1995-Q1,1995-01-01,1.760675,1.760675,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1995-Q2,1995-04-01,1.632027,1.632027,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1995-Q3,1995-07-01,1.810077,1.810077,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1995-Q4,1995-10-01,1.981885,1.981885,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1996-Q1,1996-01-01,2.109253,2.109253,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1996-Q2,1996-04-01,2.359934,2.359934,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1996-Q3,1996-07-01,1.826545,1.826545,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1996-Q4,1996-10-01,1.639993,1.639993,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1997-Q1,1997-01-01,1.454275,1.454275,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1997-Q2,1997-04-01,0.9230769,0.9230769,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1997-Q3,1997-07-01,1.281272,1.281272,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1997-Q4,1997-10-01,1.15932,1.15932,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1998-Q1,1998-01-01,0.7489992,0.7489992,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
quarterly,OECD,DP_LIVE,OECD Data Live dataset,FRA.CPI.TOT.AGRWTH.Q,France – Inflation (CPI) – Total – Annual growth rate (%) – Quarterly,1998-Q2,1998-04-01,0.9876331,0.9876331,FRA,CPI,TOT,AGRWTH,Q,France,Inflation (CPI),Total,Annual growth rate (%),Quarterly
